"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"Sky Airline Perú","2024-05-27","TRU","PIU","TRU-PIU","10:45","10:45","0.9","0","Cancelación gratuita","246.13"
"VIVA Air Perú","2024-08-23","LIM","JUL","LIM-JUL","19:15","20:00","1.3","0","Clase económica","188.45"
"Avianca Perú","2024-01-24","LIM","CIX","LIM-CIX","14:30","15:30","1.2","0","Clase business","528.25"
"LATAM Perú","2024-01-14","TRU","PIU","TRU-PIU","15:45","16:30","1","0","WiFi incluido","330.47"
"Sky Airline Perú","2024-03-20","TRU","PIU","TRU-PIU","08:00","08:15","0.9","0","Cancelación gratuita","246.51"
"Sky Airline Perú","2024-09-18","LIM","PCL","LIM-PCL","12:00","13:45","1.2","0","Clase económica","194.69"
"JetSMART Perú","2024-02-06","LIM","PCL","LIM-PCL","11:45","12:15","1.3","0","Clase económica","177.04"
"JetSMART Perú","2024-12-03","TRU","PIU","TRU-PIU","11:15","12:15","1","0","Clase business","480.93"
"Sky Airline Perú","2024-01-10","LIM","CUZ","LIM-CUZ","13:45","14:00","1.1","1","Incluye snack","229"
"JetSMART Perú","2024-07-08","LIM","JUL","LIM-JUL","19:30","20:15","1.4","0","Cancelación gratuita","344.13"
"JetSMART Perú","2024-02-06","TRU","PIU","TRU-PIU","21:00","22:30","1","0","Clase económica","143.98"
"LATAM Perú","2024-06-05","CUZ","AQP","CUZ-AQP","17:00","18:15","1.2","0","Clase business","547.3"
"Avianca Perú","2024-06-12","LIM","TRU","LIM-TRU","11:30","12:30","1.1","0","Asiento preferente","257.99"
"JetSMART Perú","2024-04-14","LIM","IQT","LIM-IQT","12:00","13:00","1.8","0","Incluye equipaje","251.4"
"VIVA Air Perú","2024-11-21","TRU","CIX","TRU-CIX","05:45","05:15","0.9","0","Cancelación gratuita","195.85"
"LATAM Perú","2024-08-18","LIM","TCQ","LIM-TCQ","18:15","19:45","1.8","0","WiFi incluido","423.92"
"VIVA Air Perú","2024-04-17","LIM","IQT","LIM-IQT","08:15","10:45","2","0","Cancelación gratuita","261.79"
"Sky Airline Perú","2024-06-27","LIM","JUL","LIM-JUL","09:00","10:30","1.5","0","Solo equipaje de mano","189.53"
"Sky Airline Perú","2024-09-14","TRU","PIU","TRU-PIU","12:30","13:30","1.1","0","Clase business","519.9"
"LATAM Perú","2024-12-02","TRU","CIX","TRU-CIX","08:30","08:30","0.6","0","Clase business","572.38"
"Sky Airline Perú","2024-12-19","LIM","TCQ","LIM-TCQ","10:00","11:45","1.7","0","Incluye equipaje","261.92"
"Sky Airline Perú","2024-04-12","CUZ","AQP","CUZ-AQP","08:15","09:45","1","0","Clase business","502.71"
"Avianca Perú","2024-10-11","LIM","TRU","LIM-TRU","09:30","10:00","1.2","0","Incluye snack","304.74"
"LATAM Perú","2024-09-07","LIM","IQT","LIM-IQT","21:45","22:00","1.9","0","Solo equipaje de mano","317.11"
"JetSMART Perú","2024-07-23","LIM","TCQ","LIM-TCQ","14:45","15:15","1.5","0","Solo equipaje de mano","232.7"
"VIVA Air Perú","2024-01-02","CUZ","JUL","CUZ-JUL","14:00","14:15","0.8","0","Cancelación gratuita","240.42"
"Avianca Perú","2024-06-18","LIM","JUL","LIM-JUL","06:15","07:30","1.5","0","Solo equipaje de mano","220.18"
"Sky Airline Perú","2024-10-09","TRU","CIX","TRU-CIX","20:00","20:45","0.8","0","Solo equipaje de mano","155.09"
"VIVA Air Perú","2024-04-12","LIM","JUL","LIM-JUL","09:45","10:00","1.4","1","Solo equipaje de mano","192.5"
"VIVA Air Perú","2024-10-21","LIM","CUZ","LIM-CUZ","07:15","08:15","1","0","Incluye equipaje","167.22"
"JetSMART Perú","2024-04-04","LIM","AQP","LIM-AQP","14:30","15:45","1.2","0","WiFi incluido","231.62"
"JetSMART Perú","2024-02-02","LIM","PCL","LIM-PCL","16:30","17:45","1.2","0","WiFi incluido","260.85"
"LATAM Perú","2024-09-30","TRU","CIX","TRU-CIX","08:00","08:00","0.7","0","Incluye equipaje","192.29"
"Avianca Perú","2024-03-24","LIM","CIX","LIM-CIX","14:00","15:15","1.1","0","Incluye snack","299.89"
"LATAM Perú","2024-02-15","LIM","PCL","LIM-PCL","05:00","06:15","1.2","0","Solo equipaje de mano","174.16"
"VIVA Air Perú","2024-09-11","LIM","CUZ","LIM-CUZ","05:30","06:15","1.1","0","Incluye snack","175.78"
"LATAM Perú","2024-08-27","LIM","TCQ","LIM-TCQ","09:45","10:30","1.6","1","Solo equipaje de mano","228.2"
"Avianca Perú","2024-07-30","LIM","JUL","LIM-JUL","05:30","06:00","1.2","0","Clase business","665.8"
"LATAM Perú","2024-02-08","LIM","JUL","LIM-JUL","06:15","07:30","1.5","0","Cancelación gratuita","314.64"
"LATAM Perú","2024-06-09","AQP","JUL","AQP-JUL","10:00","10:15","0.8","0","Clase económica","224.73"
"Avianca Perú","2024-03-20","LIM","PIU","LIM-PIU","08:00","09:30","1.7","0","Clase económica","246.53"
"Avianca Perú","2024-11-12","LIM","PIU","LIM-PIU","13:30","14:00","1.5","0","Incluye equipaje","285.86"
"Sky Airline Perú","2024-06-18","TRU","PIU","TRU-PIU","13:00","14:15","1","0","Incluye snack","215.73"
"JetSMART Perú","2024-03-22","CUZ","AQP","CUZ-AQP","12:15","12:45","0.9","1","Cancelación gratuita","251.14"
"JetSMART Perú","2024-03-10","TRU","CIX","TRU-CIX","13:45","14:45","1","0","Clase económica","199.9"
"JetSMART Perú","2024-08-22","LIM","CIX","LIM-CIX","08:45","09:45","1.2","0","Incluye snack","207.02"
"LATAM Perú","2024-06-08","TRU","CIX","TRU-CIX","09:30","09:45","0.7","0","WiFi incluido","275.33"
"Sky Airline Perú","2024-10-29","CUZ","AQP","CUZ-AQP","14:45","14:45","0.9","0","Incluye snack","194.84"
"Avianca Perú","2024-12-15","CUZ","JUL","CUZ-JUL","19:00","19:15","0.9","0","Incluye snack","297.15"
"LATAM Perú","2024-05-18","LIM","TRU","LIM-TRU","20:00","21:15","1.1","0","Clase económica","279.49"
"Avianca Perú","2024-03-16","LIM","PIU","LIM-PIU","08:00","09:45","1.5","0","WiFi incluido","409.69"
"VIVA Air Perú","2024-01-31","AQP","TCQ","AQP-TCQ","05:00","05:45","0.9","0","Incluye snack","180.58"
"Avianca Perú","2024-09-21","CUZ","JUL","CUZ-JUL","15:15","15:15","0.8","0","Solo equipaje de mano","229.24"
"Sky Airline Perú","2024-12-11","LIM","CIX","LIM-CIX","05:45","06:30","1.1","0","Solo equipaje de mano","187.78"
"JetSMART Perú","2024-09-05","LIM","JUL","LIM-JUL","17:45","18:00","1.2","0","Incluye snack","198.02"
"VIVA Air Perú","2024-06-26","LIM","CUZ","LIM-CUZ","16:00","17:15","1.3","0","Incluye snack","187.46"
"VIVA Air Perú","2024-11-10","TRU","PIU","TRU-PIU","06:30","06:00","0.9","0","Incluye snack","202.18"
"Sky Airline Perú","2024-08-28","CUZ","AQP","CUZ-AQP","19:15","19:00","0.9","0","Incluye snack","187.26"
"Avianca Perú","2024-03-11","LIM","JUL","LIM-JUL","06:00","07:15","1.2","0","Asiento preferente","276.01"
"LATAM Perú","2024-12-09","LIM","TRU","LIM-TRU","11:30","12:15","1","0","Asiento preferente","351.2"
"VIVA Air Perú","2024-12-22","LIM","JUL","LIM-JUL","17:15","18:00","1.2","0","Clase económica","228.42"
"VIVA Air Perú","2024-10-17","TRU","CIX","TRU-CIX","11:00","11:45","0.9","1","Incluye equipaje","143.82"
"Avianca Perú","2024-06-26","LIM","TCQ","LIM-TCQ","08:30","09:00","1.5","1","WiFi incluido","310.6"
"Sky Airline Perú","2024-06-09","LIM","IQT","LIM-IQT","16:15","17:30","1.9","0","Cancelación gratuita","396.73"
"LATAM Perú","2024-09-15","CUZ","JUL","CUZ-JUL","16:15","17:00","1.1","0","Clase económica","283.07"
"VIVA Air Perú","2024-12-25","CUZ","AQP","CUZ-AQP","09:45","10:00","1","0","Incluye equipaje","200.07"
"VIVA Air Perú","2024-12-24","LIM","JUL","LIM-JUL","07:00","08:45","1.2","0","WiFi incluido","200.41"
"Sky Airline Perú","2024-11-24","LIM","CUZ","LIM-CUZ","09:15","10:45","1.2","0","Asiento preferente","310.72"
"JetSMART Perú","2024-11-07","LIM","TCQ","LIM-TCQ","05:15","06:00","1.7","0","Incluye equipaje","200.31"
"Sky Airline Perú","2024-10-26","LIM","TCQ","LIM-TCQ","09:30","10:00","1.6","0","Clase business","619.26"
"Avianca Perú","2024-02-17","LIM","TRU","LIM-TRU","10:15","11:00","1.1","0","Incluye snack","299"
"LATAM Perú","2024-01-22","LIM","TCQ","LIM-TCQ","12:30","13:30","1.4","0","Cancelación gratuita","355.64"
"Sky Airline Perú","2024-05-01","LIM","CUZ","LIM-CUZ","09:15","10:15","1.3","0","Clase económica","220.1"
"Sky Airline Perú","2024-07-03","LIM","PIU","LIM-PIU","09:15","10:00","1.4","0","Incluye snack","315.54"
"LATAM Perú","2024-06-21","LIM","TCQ","LIM-TCQ","05:30","06:45","1.6","0","WiFi incluido","356.55"
"JetSMART Perú","2024-01-19","LIM","IQT","LIM-IQT","14:45","16:15","2","0","Incluye equipaje","237.42"
"Sky Airline Perú","2024-10-08","LIM","JUL","LIM-JUL","05:30","06:15","1.3","0","WiFi incluido","210.53"
"VIVA Air Perú","2024-12-11","LIM","PIU","LIM-PIU","11:45","12:00","1.5","0","WiFi incluido","285.75"
"VIVA Air Perú","2024-08-21","LIM","IQT","LIM-IQT","10:30","12:45","2","0","Incluye snack","189.25"
"LATAM Perú","2024-06-02","LIM","PCL","LIM-PCL","07:00","08:45","1.3","0","Clase business","691.91"
"JetSMART Perú","2024-07-07","LIM","JUL","LIM-JUL","18:45","19:30","1.6","0","Solo equipaje de mano","293.27"
"JetSMART Perú","2024-09-23","TRU","PIU","TRU-PIU","21:45","22:30","1","0","Incluye snack","200.81"
"JetSMART Perú","2024-09-06","CUZ","AQP","CUZ-AQP","19:45","20:30","1","0","Incluye snack","233.21"
"VIVA Air Perú","2024-12-19","TRU","PIU","TRU-PIU","07:15","08:15","1.1","0","Incluye snack","264.7"
"Avianca Perú","2024-07-05","TRU","PIU","TRU-PIU","20:00","20:30","0.8","0","Incluye equipaje","318.64"
"Avianca Perú","2024-05-09","LIM","IQT","LIM-IQT","10:00","12:00","2","0","Incluye snack","340.64"
"JetSMART Perú","2024-09-27","CUZ","AQP","CUZ-AQP","16:45","17:30","1.1","0","Asiento preferente","266.53"
"Avianca Perú","2024-02-29","LIM","CIX","LIM-CIX","10:00","11:00","1.3","0","WiFi incluido","234.39"
"VIVA Air Perú","2024-05-09","LIM","AQP","LIM-AQP","08:00","09:30","1.1","0","Incluye snack","165.43"
"Avianca Perú","2024-12-02","LIM","CUZ","LIM-CUZ","18:30","19:45","1","0","Incluye equipaje","257.98"
"Avianca Perú","2024-12-17","LIM","IQT","LIM-IQT","07:30","08:00","1.8","0","Incluye snack","396.07"
"Sky Airline Perú","2024-10-31","CUZ","JUL","CUZ-JUL","17:15","17:00","0.9","0","Clase económica","120.66"
"VIVA Air Perú","2024-11-27","LIM","PIU","LIM-PIU","18:15","19:00","1.4","0","WiFi incluido","221.72"
"LATAM Perú","2024-08-10","LIM","TPP","LIM-TPP","08:45","09:00","1.3","0","Clase económica","257.71"
"VIVA Air Perú","2024-08-31","LIM","AQP","LIM-AQP","06:15","07:00","1.4","0","Incluye snack","230.19"
"Sky Airline Perú","2024-09-22","CUZ","AQP","CUZ-AQP","17:45","18:15","1.2","0","Incluye snack","262.61"
"JetSMART Perú","2024-10-01","LIM","CUZ","LIM-CUZ","15:45","16:15","1.2","0","Clase business","437.51"
"JetSMART Perú","2024-07-24","LIM","CUZ","LIM-CUZ","07:45","08:45","1.3","0","Incluye equipaje","207.4"
"JetSMART Perú","2024-01-04","CUZ","JUL","CUZ-JUL","16:45","16:15","0.8","0","Clase económica","150.78"
"Avianca Perú","2024-08-07","LIM","PCL","LIM-PCL","13:30","14:45","1.3","0","Asiento preferente","286.88"
"Sky Airline Perú","2024-10-29","LIM","JUL","LIM-JUL","06:30","07:30","1.4","0","Clase business","452.73"
"Avianca Perú","2024-04-20","LIM","TPP","LIM-TPP","06:30","07:15","1.4","0","Asiento preferente","339.92"
"VIVA Air Perú","2024-11-04","AQP","TCQ","AQP-TCQ","10:15","10:30","0.9","0","Cancelación gratuita","180.14"
"Sky Airline Perú","2024-09-04","LIM","JUL","LIM-JUL","08:30","09:30","1.3","0","Clase económica","130.43"
"LATAM Perú","2024-06-01","CUZ","AQP","CUZ-AQP","07:15","07:00","0.9","0","Incluye snack","276.79"
"VIVA Air Perú","2024-08-24","CUZ","AQP","CUZ-AQP","16:00","17:00","1.1","0","Clase business","423.35"
"LATAM Perú","2024-04-25","AQP","JUL","AQP-JUL","10:00","10:45","0.9","0","Asiento preferente","274.55"
"Sky Airline Perú","2024-09-10","TRU","CIX","TRU-CIX","20:30","21:15","1","0","Incluye equipaje","152.18"
"JetSMART Perú","2024-12-09","LIM","PIU","LIM-PIU","11:45","12:00","1.4","0","Clase económica","214.74"
"VIVA Air Perú","2024-12-19","LIM","CIX","LIM-CIX","07:15","07:00","0.9","0","WiFi incluido","213.67"
"Avianca Perú","2024-07-10","LIM","AQP","LIM-AQP","16:45","17:30","1.4","0","Incluye equipaje","306.9"
"Avianca Perú","2024-10-18","LIM","TPP","LIM-TPP","21:00","22:15","1.5","0","Asiento preferente","364.44"
"LATAM Perú","2024-03-19","AQP","TCQ","AQP-TCQ","20:30","20:00","0.9","0","WiFi incluido","287.41"
"JetSMART Perú","2024-04-13","LIM","PCL","LIM-PCL","08:45","09:15","1.2","0","Asiento preferente","273.76"
"JetSMART Perú","2024-06-25","LIM","PIU","LIM-PIU","16:15","17:30","1.4","0","Asiento preferente","216.47"
"VIVA Air Perú","2024-02-08","CUZ","AQP","CUZ-AQP","12:30","12:45","0.8","0","Clase business","376.79"
"JetSMART Perú","2024-06-14","CUZ","AQP","CUZ-AQP","13:30","14:30","1.1","0","Clase business","508.13"
"LATAM Perú","2024-09-17","LIM","CUZ","LIM-CUZ","21:30","22:45","1.1","0","Cancelación gratuita","299.81"
"VIVA Air Perú","2024-09-07","CUZ","JUL","CUZ-JUL","19:00","20:30","1","0","Solo equipaje de mano","171.33"
"LATAM Perú","2024-11-14","CUZ","AQP","CUZ-AQP","16:30","17:15","1.1","0","Incluye equipaje","227.22"
"LATAM Perú","2024-06-14","LIM","TRU","LIM-TRU","10:00","11:00","1.1","0","Asiento preferente","321.64"
"Sky Airline Perú","2024-05-02","TRU","PIU","TRU-PIU","11:15","12:45","1","0","Clase business","431.53"
"VIVA Air Perú","2024-09-18","TRU","CIX","TRU-CIX","19:45","20:30","1","0","Incluye snack","213.58"
"JetSMART Perú","2024-04-05","CUZ","AQP","CUZ-AQP","16:00","16:15","0.9","0","Incluye equipaje","232.92"
"Avianca Perú","2024-01-25","LIM","TCQ","LIM-TCQ","06:45","07:30","1.5","0","Clase económica","224.83"
"VIVA Air Perú","2024-05-23","LIM","TRU","LIM-TRU","08:30","09:15","1","1","Incluye snack","150.08"
"Avianca Perú","2024-01-28","LIM","IQT","LIM-IQT","10:00","12:00","2","0","Clase económica","341.14"
"VIVA Air Perú","2024-03-21","TRU","PIU","TRU-PIU","20:45","21:45","1.1","0","WiFi incluido","203.59"
"JetSMART Perú","2024-06-26","LIM","TPP","LIM-TPP","18:15","19:15","1.3","0","Clase business","411.17"
"Avianca Perú","2024-04-20","CUZ","AQP","CUZ-AQP","10:30","11:45","1","0","Asiento preferente","336.4"
"LATAM Perú","2024-01-08","LIM","CIX","LIM-CIX","19:30","20:30","1.1","0","Asiento preferente","274.45"
"Avianca Perú","2024-11-03","LIM","TCQ","LIM-TCQ","11:15","12:30","1.6","0","Cancelación gratuita","427.57"
"Sky Airline Perú","2024-08-20","LIM","PCL","LIM-PCL","11:30","12:45","1","0","Clase business","433.19"
"VIVA Air Perú","2024-09-10","LIM","TRU","LIM-TRU","05:45","06:00","1.2","1","Clase económica","129.07"
"LATAM Perú","2024-11-02","CUZ","JUL","CUZ-JUL","11:45","11:15","0.9","0","Asiento preferente","336.38"
"Sky Airline Perú","2024-01-28","LIM","TRU","LIM-TRU","16:00","17:15","1","0","Clase económica","176.39"
"JetSMART Perú","2024-12-22","LIM","PCL","LIM-PCL","11:45","12:45","1.3","0","Clase business","689.45"
"Avianca Perú","2024-05-29","LIM","AQP","LIM-AQP","15:00","16:15","1.3","0","Clase business","564.28"
"Sky Airline Perú","2024-12-26","LIM","IQT","LIM-IQT","06:30","08:00","2","0","Clase económica","265.54"
"LATAM Perú","2024-01-16","LIM","AQP","LIM-AQP","21:00","22:30","1.3","0","Clase business","620.33"
"VIVA Air Perú","2024-04-26","AQP","JUL","AQP-JUL","08:15","08:15","0.8","0","Clase económica","162.92"
"JetSMART Perú","2024-02-12","LIM","AQP","LIM-AQP","15:30","16:15","1.3","0","WiFi incluido","209.19"
"Sky Airline Perú","2024-01-11","LIM","CUZ","LIM-CUZ","06:15","07:45","1.4","0","Incluye snack","189.27"
"LATAM Perú","2024-12-26","LIM","AQP","LIM-AQP","11:00","12:00","1.4","0","WiFi incluido","387.92"
"JetSMART Perú","2024-01-05","LIM","CIX","LIM-CIX","18:15","19:45","1.1","0","Clase business","491.42"
"Sky Airline Perú","2024-06-23","LIM","IQT","LIM-IQT","10:30","11:15","1.8","0","Incluye snack","318.44"
"JetSMART Perú","2024-02-27","LIM","TPP","LIM-TPP","18:45","19:00","1.6","0","Solo equipaje de mano","130.23"
"LATAM Perú","2024-11-25","TRU","PIU","TRU-PIU","05:00","06:15","1.2","0","Clase business","570.08"
"LATAM Perú","2024-02-10","LIM","TPP","LIM-TPP","16:45","17:45","1.4","0","Incluye equipaje","306.61"
"Sky Airline Perú","2024-03-20","LIM","PCL","LIM-PCL","14:00","15:30","1.2","0","Cancelación gratuita","266.9"
"Avianca Perú","2024-05-30","LIM","JUL","LIM-JUL","20:00","21:00","1.3","0","Asiento preferente","283.11"
"Avianca Perú","2024-03-08","LIM","PIU","LIM-PIU","15:15","16:30","1.4","1","Incluye snack","318.66"
"Sky Airline Perú","2024-03-29","LIM","PCL","LIM-PCL","13:15","14:00","1.2","0","Solo equipaje de mano","205.68"
"Avianca Perú","2024-10-04","LIM","PIU","LIM-PIU","12:30","13:45","1.4","0","Clase business","676.32"
"Avianca Perú","2024-08-15","LIM","CUZ","LIM-CUZ","06:00","07:15","1.2","0","Cancelación gratuita","304.55"
"LATAM Perú","2024-08-03","LIM","PIU","LIM-PIU","21:00","22:30","1.6","0","Asiento preferente","406.68"
"Avianca Perú","2024-02-16","LIM","CUZ","LIM-CUZ","14:00","15:15","1.2","0","Cancelación gratuita","299.17"
"JetSMART Perú","2024-08-27","TRU","PIU","TRU-PIU","18:30","18:30","0.9","0","Solo equipaje de mano","141.07"
"Sky Airline Perú","2024-11-01","AQP","JUL","AQP-JUL","18:45","18:30","0.8","0","Incluye snack","240.26"
"LATAM Perú","2024-12-12","LIM","CUZ","LIM-CUZ","10:00","11:15","1.3","0","Clase económica","290.44"
"VIVA Air Perú","2024-03-26","LIM","PIU","LIM-PIU","11:15","12:00","1.4","0","Clase económica","133.27"
"VIVA Air Perú","2024-07-07","LIM","JUL","LIM-JUL","12:00","13:30","1.6","0","Incluye equipaje","316.44"
"LATAM Perú","2024-03-17","LIM","AQP","LIM-AQP","10:15","11:00","1.1","0","Cancelación gratuita","357.54"
"Sky Airline Perú","2024-01-25","LIM","PIU","LIM-PIU","07:15","08:00","1.5","0","Incluye equipaje","220.72"
"VIVA Air Perú","2024-07-18","LIM","CUZ","LIM-CUZ","19:00","20:30","1.2","0","WiFi incluido","274.65"
"JetSMART Perú","2024-11-29","AQP","JUL","AQP-JUL","15:45","15:00","0.8","0","WiFi incluido","223.05"
"Sky Airline Perú","2024-05-08","CUZ","AQP","CUZ-AQP","21:30","21:45","0.9","0","Clase económica","140.05"
"Avianca Perú","2024-02-22","TRU","PIU","TRU-PIU","15:45","15:45","0.9","0","Asiento preferente","275.78"
"JetSMART Perú","2024-10-05","LIM","TRU","LIM-TRU","14:00","15:15","1","0","Asiento preferente","210.22"
"JetSMART Perú","2024-09-15","AQP","TCQ","AQP-TCQ","15:45","15:45","0.9","0","Solo equipaje de mano","169.07"
"JetSMART Perú","2024-01-06","LIM","TRU","LIM-TRU","14:15","15:15","1.1","0","Solo equipaje de mano","226.62"
"Avianca Perú","2024-10-16","LIM","CIX","LIM-CIX","19:00","20:30","1.2","0","Solo equipaje de mano","210.92"
"Avianca Perú","2024-08-10","LIM","TCQ","LIM-TCQ","09:15","10:45","1.5","0","Solo equipaje de mano","244.53"
"VIVA Air Perú","2024-05-30","AQP","TCQ","AQP-TCQ","16:00","17:15","1","0","Incluye equipaje","171.67"
"Sky Airline Perú","2024-12-06","LIM","PIU","LIM-PIU","16:45","17:45","1.5","0","Incluye snack","354.1"
"VIVA Air Perú","2024-05-07","LIM","TCQ","LIM-TCQ","16:00","17:45","1.5","0","Asiento preferente","243.8"
"LATAM Perú","2024-06-20","CUZ","JUL","CUZ-JUL","10:00","10:15","0.8","0","Solo equipaje de mano","131.71"
"Sky Airline Perú","2024-05-15","LIM","TRU","LIM-TRU","12:00","13:30","1","0","Incluye equipaje","192.05"
"Sky Airline Perú","2024-06-20","AQP","JUL","AQP-JUL","19:00","20:30","1.1","0","Clase business","430.02"
"JetSMART Perú","2024-10-18","LIM","TCQ","LIM-TCQ","16:00","17:15","1.8","0","Incluye equipaje","258.33"
"LATAM Perú","2024-05-27","TRU","PIU","TRU-PIU","05:30","06:30","1","0","Clase económica","198.1"
"LATAM Perú","2024-07-21","CUZ","AQP","CUZ-AQP","14:30","14:00","0.9","0","Solo equipaje de mano","263.6"
"VIVA Air Perú","2024-06-14","LIM","PCL","LIM-PCL","06:15","07:45","1.2","0","Cancelación gratuita","312.89"
"JetSMART Perú","2024-08-15","LIM","PCL","LIM-PCL","20:30","21:45","1.5","0","Incluye equipaje","221.31"
"LATAM Perú","2024-09-14","LIM","JUL","LIM-JUL","13:00","14:15","1.5","0","WiFi incluido","368.9"
"LATAM Perú","2024-05-16","LIM","JUL","LIM-JUL","21:00","22:30","1.3","0","Asiento preferente","292.71"
"LATAM Perú","2024-05-14","LIM","CIX","LIM-CIX","07:00","08:30","1.3","0","Clase económica","207.67"
"Sky Airline Perú","2024-07-07","LIM","TCQ","LIM-TCQ","07:45","08:00","1.4","0","Incluye snack","335.49"
"Sky Airline Perú","2024-07-13","LIM","PCL","LIM-PCL","18:15","19:00","1.3","0","Incluye equipaje","306.49"
"JetSMART Perú","2024-10-29","LIM","JUL","LIM-JUL","15:45","16:45","1.4","0","WiFi incluido","230.6"
"LATAM Perú","2024-08-12","LIM","TRU","LIM-TRU","21:45","22:15","1.2","0","Clase económica","220.05"
"Sky Airline Perú","2024-07-10","LIM","PIU","LIM-PIU","10:45","11:30","1.6","0","Clase económica","222.35"
"LATAM Perú","2024-10-01","LIM","JUL","LIM-JUL","16:15","17:00","1.3","0","Asiento preferente","318.5"
"Avianca Perú","2024-05-26","CUZ","JUL","CUZ-JUL","18:45","18:45","0.8","0","Solo equipaje de mano","218.78"
"LATAM Perú","2024-08-25","TRU","PIU","TRU-PIU","21:15","22:15","1","0","Cancelación gratuita","371.16"
"Avianca Perú","2024-10-04","AQP","TCQ","AQP-TCQ","17:15","18:15","1","0","Clase económica","250.83"
